H_GPS,VH_GPS,Aileron,Elevator,Rudder,IAS,Roll,Pitch,Yaw,p,q,r,a_x,a_y,a_z,H_IMU,VE_IMU,VN_IMU,VU_IMU,H_baro
580.89,-0.114742293,1489.573846,1901.837148,1497.974003,5.570903394,0.018985708,0.019900356,-0.127966953,0.035968039,-0.00435036,-0.002913712,0.040159676,0.000790173,-0.997695668,-2.550708076,7.105713681,0.055672326,0.241196031,945.1386675
580.89,0.395382142,1497.699463,1907.691159,1496.214499,6.219970943,-0.004510153,0.019246989,-0.104036464,0.014816784,-0.00867834,0.007916295,0.0163298,-0.002793082,-0.990989232,-0.567727891,7.204362056,-1.427664342,0.259685103,945.4294102
580.89,0.090160757,1497.467803,1902.303609,1496.926055,5.70464313,0.016432573,0.017386876,-0.047530113,0.035527245,0.000849224,-4.57E-05,0.022106792,-0.003441215,-0.986533065,1.52288379,4.493076471,-0.601244125,-0.041126559,945.4361914
580.89,0.150781299,1491.063899,1903.058051,1497.784229,6.186544444,0.011756252,0.024099282,-0.133543452,-0.030414629,0.001383679,0.00198163,0.00661546,-9.07E-05,-1.004715577,-1.611632143,5.731988985,-1.011594792,0.048453539,945.2136293
580.89,0.097627332,1492.172522,1903.409307,1497.527455,5.737343353,-0.000151953,0.019769787,0.004668172,0.017032542,-0.002277449,-0.007410261,0.021442316,6.31E-06,-1.017381189,-1.727468272,7.117357307,-0.813026916,0.216258155,945.2625238
580.89,0.206777429,1499.643877,1898.632333,1496.436987,6.37831949,0.009676112,0.018881799,-0.101876436,-0.010569834,0.007126133,0.000747604,0.017105469,-0.001238549,-1.003388716,-3.058237619,6.179886103,0.034646488,0.075759818,945.3551767
580.89,0.112979518,1487.496707,1899.098491,1496.406848,6.391929275,0.023666607,0.013807941,0.054740356,0.011591182,0.010776097,0.004341957,0.038232195,-0.000978616,-0.977932114,2.895492958,7.145075177,0.041925912,0.054541446,945.422373
580.89,0.222442665,1497.653995,1905.94609,1496.335837,6.295382401,-0.01153072,0.01931542,-0.160421765,-0.042956613,0.002755491,0.002185516,0.025478712,-0.000161451,-1.007402282,0.269437878,6.287338326,-0.691018702,0.251912457,945.1937171
580.89,0.032415647,1493.639238,1897.568772,1495.116733,6.286964838,-0.040708852,0.024998483,-0.189250566,-0.011720489,-0.003616738,0.00422351,0.019594171,0.002258525,-0.994861808,-1.089234912,6.618756151,-1.646453313,-0.248001138,945.197691
580.87,0.146727544,1493.927754,1893.003237,1494.697983,6.43978882,-0.014347762,0.020900585,-0.062925451,-0.017898431,0.002351281,-0.008868742,0.015343806,0.001238606,-0.986701276,2.09602774,6.740505044,-0.521518405,-0.064225198,945.2977491
580.87,-0.786452049,1490.882821,1896.91779,1496.817524,6.623696916,0.029913354,0.014442545,-0.189215424,0.024125676,-0.004838298,0.003207355,0.010425367,-0.001116732,-1.007890383,0.378029215,6.670703824,-1.594932272,0.009707158,945.3457371
580.87,0.058161081,1491.544193,1899.75818,1499.224236,6.306027845,0.069100208,0.023158787,-0.100480209,-0.021079532,-0.004921074,0.004132588,0.016175896,-0.000851318,-1.021717198,-0.639301753,6.212465487,0.260302922,0.080788767,945.4209588
580.87,-0.315064182,1492.883501,1899.349797,1496.23523,6.206080086,0.024059191,0.017107414,-0.113983466,0.003112446,-0.001580502,0.007341511,0.032465172,0.002544859,-1.003885957,1.610676931,7.006284954,-0.597624638,-0.13343066,945.4910245
580.87,-0.01743598,1495.432614,1895.504567,1496.927083,6.607375008,0.000201544,0.017956922,-0.095533112,-0.012380441,0.007883321,9.10E-05,0.023330739,-0.001885433,-1.006662921,-1.60431002,5.689641846,-1.450751623,-0.109466598,945.3343059
580.87,0.107356885,1491.525736,1895.930462,1497.744443,6.304852061,-0.0148517,0.028512302,-0.151261418,-0.004415343,-0.00100548,0.004968759,0.016307554,-0.00112508,-0.996002877,-0.470967452,6.372353915,-0.982808947,0.449340214,945.3679825
580.87,-0.167017391,1486.054761,1899.080657,1495.243607,6.954643675,-0.024653957,0.013899774,-0.218534709,0.017536086,0.010479274,-0.003685031,0.027272614,-0.002050226,-0.976511626,-1.622620364,7.0804584,-0.861711099,-0.091568927,945.2548206
580.87,-0.336829674,1493.268828,1895.338734,1495.694412,5.794416255,-0.017083441,0.028878072,-0.177243131,-0.014032924,0.001889121,0.007685062,0.026858265,0.000770869,-1.021129136,-3.586882724,8.053178979,-0.58576783,0.141938565,945.5770628
580.87,-0.001036687,1492.037197,1891.503353,1497.88,6.537510185,0.019026089,0.027178632,-0.188379614,-0.007931732,-0.000168046,0.008585764,0.017394362,0.000249932,-1.02361956,-0.013693372,6.556603698,-0.416457124,0.027536355,945.1351773
580.87,-0.223883434,1487.819467,1902.798354,1495.731981,6.661682711,-0.01077693,0.026319727,-0.234659245,0.003621044,0.012267124,0.001252309,0.021380034,0.002336788,-0.979411559,0.027739009,6.587949118,-0.794231581,-0.130326383,945.615903
580.87,-0.209220395,1492.854686,1901.605882,1497.779464,6.279940031,-0.001154059,0.016907695,-0.029590794,0.021393259,0.00437738,0.006137772,0.012815871,0.000484673,-1.012918594,0.754099935,6.498511056,-1.477674137,0.025866071,945.0760566
580.87,-0.452266729,1488.08369,1898.907662,1498.563774,6.822188594,-0.030631291,0.02027258,-0.068389168,-0.00336219,0.00312333,0.005603597,0.013989478,0.000121446,-0.984693441,-1.948529028,6.358982701,-1.976827824,0.097976114,945.6184473
580.87,-0.295466697,1495.998146,1910.108324,1498.428369,6.524387572,0.010286784,0.025610532,-0.075490566,0.002580684,-0.005455515,0.010137972,0.026023813,0.000917389,-0.995835276,-0.974141996,6.830494135,-0.53423906,0.339261493,945.2693859
580.87,0.25661933,1493.320505,1898.412302,1497.060728,5.790528786,-0.025869038,0.019268896,-0.108996852,-0.007770179,-0.001925953,-0.009696988,0.019331191,0.000360393,-0.997501268,1.356465228,6.136980325,-0.957002307,-0.054807114,945.3698909
580.87,0.359461709,1490.177699,1897.987473,1492.6925,6.354051415,-0.026800276,0.023393888,-0.006783716,-0.026105102,0.003140915,0.003646335,0.021735243,-0.001442421,-0.974365864,0.707471114,7.376065215,-0.60736813,-0.250953076,945.552147
580.87,-0.26674559,1493.450577,1898.818444,1496.427582,6.620389079,0.013726129,0.026609047,-0.078388732,-0.017460246,0.005078609,-0.010292266,0.022561445,0.000514989,-0.975480301,0.143800657,7.370116223,-1.847609688,0.070906769,945.2902512
